"","name","gs_email","as_pc_chair","as_pc","as_session_chair","as_panelist","as_keynote_speaker","as_author","pc_chairs","pcs","session_chairs","panels","keynotes","papers","gender","country","sector"
"247","Ananthanarayanan, Ganesh","@microsoft.com",0,2,0,0,0,1,"","CoNEXT,HotCloud","","","","NSDI","M","NA","com"
"248","Anciaux, Nicolas","",0,1,0,0,0,0,"","SIGMOD","","","","","M","NA","NA"
"249","Ancona, Davide","@unige.it",0,0,1,0,0,1,"","","OOPSLA","","","OOPSLA","M","it","edu"
"250","Andelfinger, Philipp","@kit.edu",0,0,0,0,0,1,"","","","","","MASCOTS","M","us","edu"
"251","Andersen, David G.","@cs.cmu.edu",0,1,0,0,0,2,"","ASPLOS","","","","SIGMOD,SOCC","M","us","edu"
"252","Anderson, Daniel","",0,0,0,0,0,1,"","","","","","IMC","NA","NA","NA"
"253","Anderson, Michael R.","@dtu.dk",0,0,0,0,0,1,"","","","","","SIGMOD","NA","dk","edu"
"254","Anderson, Thomas","@cs.washington.edu",0,1,0,0,0,4,"","NSDI","","","","NSDI,NSDI,SIGCOMM,SOSP","M","us","edu"
"255","Anderton, Cooper","",0,0,0,0,0,1,"","","","","","SPAA","NA","NA","NA"
"256","Ando, Shin","@rs.tus.ac.jp",0,1,0,0,0,0,"","ICDM","","","","","M","jp","edu"
"257","Andonov, Rumen","@irisa.fr",0,0,0,0,0,1,"","","","","","PPoPP","F","fr","edu"
"258","Andriesse, Dennis","@few.vu.nl",0,0,0,0,0,1,"","","","","","CCS","NA","nl","edu"
"259","Andriotis, Panagiotis","@uwe.ac.uk",0,0,0,0,0,1,"","","","","","NDSS","NA","ac","edu"
"260","Andritsos, Periklis","@utoronto.ca",0,0,0,0,0,1,"","","","","","HPCC","NA","ca","edu"
"261","Andronidis, Anastasios","@imperial.ac.uk",0,0,0,0,0,1,"","","","","","ATC","NA","uk","edu"
"262","Andrus, Jeremy","@cs.columbia.edu",0,0,0,0,0,1,"","","","","","Middleware","M","us","edu"
"263","Andrzejak, Artur","@informatik.uni-heidelberg.de",0,1,0,0,0,1,"","ICAC","","","","ICPE","M","de","edu"
"264","Ang, Lynn","",0,0,0,0,0,1,"","","","","","KDD","NA","NA","NA"
"265","Ang, Petchean","",0,0,0,0,0,1,"","","","","","SOSP","NA","NA","NA"
"266","Angelino, Elaine","@eecs.berkeley.edu",0,0,0,0,0,1,"","","","","","KDD","NA","us","edu"
"267","Anghel, Andreea","@zurich.ibm.com",0,0,0,0,0,1,"","","","","","CCGrid","NA","ch","com"
"268","Angulo, Gustavo","",0,0,0,0,0,1,"","","","","","CIDR","M","NA","NA"
"269","Anirudh, Rushil","@llnl.gov",0,0,0,0,0,1,"","","","","","SC","NA","us","gov"
"270","Annavaram, Murali","@usc.edu",0,2,1,0,0,6,"","IPDPS,SIGMETRICS","IPDPS","","","MICRO,HPCA,HPCA,ISCA,IPDPS,IPDPS","M","ed","edu"
"271","Ansari, Amin","@qti.qualcomm.com",0,0,0,0,0,1,"","","","","","PACT","NA","NA","com"
"272","Anta, Antonio Fernandez","@imdea.org",0,1,0,0,0,0,"","PODC","","","","","M","es","edu"
"273","Antao, Samuel","@sips.inesc-id.pt",0,0,0,0,0,1,"","","","","","HiPC","NA","pt","edu"
"274","Antichi, Gianni","@cl.cam.ac.uk",0,0,0,0,0,1,"","","","","","SIGCOMM","NA","uk","edu"
"275","Antoine, Boutet","@insa-lyon.fr",0,0,0,0,0,1,"","","","","","Middleware","NA","fr","edu"
"276","Antonakakis, Manos","@gatech.edu",0,1,0,0,0,3,"","NDSS","","","","CCS,CCS,SP","M","us","edu"
"277","Antoniadis, Antonios","",0,1,0,0,0,0,"","ICPP","","","","","M","NA","NA"
"278","Antonie, Luiza","@uoguelph.ca",0,1,0,0,0,0,"","ICDM","","","","","F","ca","edu"
"279","Antoniu, Gabriel","@inria.fr",1,2,2,0,0,1,"Cluster","SC,HPDC","Cluster,Cluster","","","EuroPar","M","fr","edu"
"280","Antonopoulos, Timos","",0,0,0,0,0,1,"","","","","","PLDI","M","NA","NA"
"281","Antova, Lyublena","@datometry.com",0,1,0,0,0,0,"","SIGMOD","","","","","F","NA","com"
"282","Antypas, Katerina","",0,1,0,0,0,0,"","Cluster","","","","","F","NA","NA"
"283","Antypas, Katie","",0,0,0,1,0,0,"","","","SC","","","F","NA","NA"
"284","Anzt, Hartwig","@icl.utk.edu",0,0,0,0,0,1,"","","","","","ICPP","M","ed","edu"
"285","Ao, Yulong","",0,0,0,0,0,2,"","","","","","ICPP,IPDPS","M","NA","NA"
"286","Aoki, Takayuki","",0,0,0,0,0,1,"","","","","","Cluster","NA","NA","NA"
"287","Apon, Amy","@clemson.edu",0,2,0,0,0,0,"","ICPE,SC","","","","","F","us","edu"
"288","Apostolaki, Maria","",0,0,0,0,0,1,"","","","","","SP","NA","NA","NA"
"289","Appel, Andrew W.","@princeton.edu",0,0,0,0,0,2,"","","","","","CCS,OOPSLA","M","us","edu"
"290","Appice, Annalisa","@di.uniba.it",0,1,0,0,0,0,"","ICDM","","","","","F","it","edu"
"291","Appini, Mahathi Priya","",0,0,0,0,0,1,"","","","","","SP","NA","NA","NA"
"292","Appuswamy, Raja","@epfl.ch",0,0,0,0,0,1,"","","","","","CIDR","M","ch","edu"
"293","Apra, Edoardo","@pnnl.gov",0,1,0,0,0,0,"","IPDPS","","","","","M","us","gov"
"294","Apte, Varsha","@cse.iitb.ac.in",0,0,0,0,0,1,"","","","","","ICPE","NA","in","edu"
"295","Aqil, Azeem","@cs.ucr.edu",0,0,0,0,0,1,"","","","","","CoNEXT","NA","ed","edu"
"296","Arab, Bahareh Sadat","@hawk.iit.edu",0,0,0,0,0,1,"","","","","","CIDR","F","us","edu"
"297","Arabnejad, Hamid","@fe.up.pt",0,0,0,0,0,1,"","","","","","CCGrid","NA","pt","edu"
"298","Aracil, Javier","@etsi.us.es",0,0,0,0,0,1,"","","","","","HPCC","NA","es","edu"
"299","Arafa, Pansy","@uwaterloo.ca",0,0,0,0,0,1,"","","","","","MASCOTS","M","ca","edu"
"300","Araki, Toshinori","",0,0,0,0,0,1,"","","","","","SP","NA","NA","NA"
"301","Arampatzis, Avi","@ee.duth.gr",0,1,0,0,0,0,"","SIGIR","","","","","M","gr","edu"
"302","Arapakis, Ioannis","@telefonica.com",0,1,0,0,0,0,"","SIGIR","","","","","M","NA","com"
"303","Arasu, Arvind","",0,1,1,0,0,1,"","SIGMOD","SIGMOD","","","SIGMOD","M","NA","NA"
"304","Araujo, Guido","@ic.unicamp.br",0,0,0,0,0,2,"","","","","","ICPP,EuroPar","M","br","edu"
"305","Araujo, Miguel Ramos De","@feedzai.com",0,0,0,0,0,1,"","","","","","ICDM","F","NA","com"
"306","Arbenz, Peter","@inf.ethz.ch",0,1,0,0,0,0,"","EuroPar","","","","","M","ch","edu"
"307","Arcaute, Esteban","@walmartlabs.com",0,0,0,0,0,1,"","","","","","SIGMOD","NA","NA","com"
"308","Archer, Charles","",0,0,0,0,0,2,"","","","","","SC,IPDPS","NA","NA","NA"
"309","Ardagna, Danilo","@polimi.it",0,1,0,0,0,0,"","CLOUD","","","","","M","it","edu"
"310","Ardalani, Newsha","@cs.wisc.edu",0,0,0,0,0,1,"","","","","","ISCA","NA","us","edu"
"311","Ardanaz, Federico","",0,0,0,0,0,1,"","","","","","ISC","M","NA","NA"
"312","Ardekani, Masoud Saeida","@masoud.io",0,1,0,0,0,2,"","Middleware","","","","Middleware,SOCC","M","us","com"
"313","Arden, Owen","@ucsc.edu",0,0,0,0,0,2,"","","","","","CCS,CCS","M","ed","edu"
"314","Aref, Walid","@cs.purdue.edu",0,1,1,0,0,0,"","SIGMOD","SIGMOD","","","","M","us","edu"
"315","Arguello, Jaime","@email.unc.edu",0,1,0,0,0,0,"","SIGIR","","","","","M","ed","edu"
"316","Argyraki, Katerina","@epfl.ch",0,0,0,0,0,2,"","","","","","NSDI,SIGCOMM","NA","ch","edu"
"317","Argyros, George","",0,0,0,0,0,1,"","","","","","SP","NA","NA","NA"
"318","Ariola, Zena M.","@cs.uoregon.edu",0,0,0,0,0,1,"","","","","","PLDI","F","ed","edu"
"319","Arjomand, Mohammad","@gatech.edu",0,0,0,0,0,3,"","","","","","IISWC,ASPLOS,SIGMETRICS","NA","us","edu"
"320","Arlitt, Martin","@microfocus.com",0,2,0,0,0,1,"","MASCOTS,ICPE","","","","ICPE","M","NA","com"
"321","Armbrust, Michael","@cs.berkeley.edu",0,0,0,0,0,1,"","","","","","SOSP","NA","us","edu"
"322","Arnau, Jose Maria","@ac.upc.edu",0,0,0,0,0,2,"","","","","","MICRO,PACT","NA","es","edu"
"323","Arnautov, Sergei","",0,0,0,0,0,2,"","","","","","EuroSys,IPDPS","M","NA","NA"
"324","Arndt, Oliver Jakob","",0,0,0,0,0,1,"","","","","","HCW","NA","NA","NA"
"325","Arnold, Dorian","@cs.unm.edu",1,1,0,1,0,1,"ICPP","ISPASS","","SC","","IPDPS","M","ed","edu"
"326","Aroca, Jordi Arjona","@it.uc3m.es",0,0,0,0,0,3,"","","","","","Middleware,CCGrid,SOCC","NA","es","edu"
"327","Arora, Aashray","@cs.stonybrook.edu",0,0,0,0,0,1,"","","","","","ATC","NA","us","edu"
"328","Arora, Akhil","@xerox.com",0,0,0,0,0,1,"","","","","","SIGMOD","NA","NA","com"
"329","Arora, Sudhansku","",0,0,0,0,0,1,"","","","","","CIDR","M","NA","NA"
"330","Arora, Vaibhav","@cs.ucsb.edu",0,0,0,0,0,1,"","","","","","HotCloud","NA","ed","edu"
"331","Arora, Varun","MISSING",0,0,0,0,0,1,"","","","","","NSDI","NA","NA","NA"
"332","Arpaci-Dusseau, Andrea","@cs.wisc.edu",0,2,0,0,0,5,"","EuroSys,NSDI","","","","EuroSys,HPDC,FAST,FAST,VEE","F","us","edu"
"333","Arpaci-Dusseau, Remzi","@cs.wisc.edu",0,2,0,0,0,5,"","SOSP,FAST","","","","EuroSys,HPDC,FAST,FAST,VEE","M","us","edu"
"334","Arroyo-Paredes, Yulissa","",0,0,0,0,0,1,"","","","","","OOPSLA","NA","NA","NA"
"335","Arshad, Sajjad","@ccs.neu.edu",0,0,0,0,0,1,"","","","","","NDSS","NA","us","edu"
"336","Arshad, Sheheryar","",0,0,0,0,0,1,"","","","","","IGSC","NA","NA","NA"
"337","Arslan, Engin","@illinois.edu",0,1,0,0,0,0,"","Cluster","","","","","M","us","edu"
"338","Arteaga, Jaime","@udel.edu",0,0,0,0,0,1,"","","","","","IPDPS","NA","ed","edu"
"339","Arteca, Ellen","@uwaterloo.ca",0,0,0,0,0,1,"","","","","","OOPSLA","NA","ca","edu"
"340","Arulraj, Joy","@cs.cmu.edu",0,0,0,0,0,1,"","","","","","CIDR","M","us","edu"
"341","Arulraj, Leo","@cs.wisc.edu",0,0,0,0,0,1,"","","","","","VEE","M","us","edu"
"342","Arumaithurai, Mayutan","@cs.uni-goettingen.de",0,0,0,0,0,1,"","","","","","SIGCOMM","NA","de","edu"
"343","Arumugam, Kamesh","",0,0,0,0,0,1,"","","","","","ICPP","NA","NA","NA"
"344","Arun, Venkat","@unh.newhaven.edu",0,0,0,0,0,1,"","","","","","SIGCOMM","NA","ne","edu"
"345","Arunkumar, Akhil","@asu.edu",0,0,0,0,0,2,"","","","","","MICRO,ISCA","NA","us","edu"
"346","Arvind, ","@mit.edu",0,0,0,0,0,1,"","","","","","PACT","NA","us","edu"
"347","Asaad, Sameh","",0,0,0,0,0,1,"","","","","","MICRO","NA","NA","NA"
"348","Asadi, Hossein","@sharif.edu",0,1,0,0,0,0,"","SPAA","","","","","M","ir","edu"
"349","Asanoviç, Krste","@eecs.berkeley.edu",0,1,1,0,0,2,"","MICRO","MICRO","","","IPDPS,HotOS","M","us","edu"
"350","Asenjo, Rafael","@uma.es",0,1,1,0,0,1,"","PACT","EuroPar","","","EuroPar","M","es","edu"
"351","Asgari, Bahar","@gatech.edu",0,0,0,0,0,1,"","","","","","IISWC","NA","us","edu"
"352","Ashraf, Imran","@tudelft.nl",0,0,0,0,0,1,"","","","","","MICRO","NA","nl","edu"
"353","Ashraf, Mohammed","",0,0,0,0,0,1,"","","","","","CCS","NA","NA","NA"
"354","Asipov, Boris","",0,0,0,0,0,1,"","","","","","CIDR","M","NA","NA"
"355","Askarov, Aslan","@cs.au.dk",0,0,0,0,0,1,"","","","","","SP","NA","dk","edu"
"356","Aslam, Javed","@ccs.neu.edu",0,1,0,0,0,0,"","SIGIR","","","","","M","us","edu"
"357","Aslantas, Cansu","",0,0,0,0,0,1,"","","","","","CIDR","F","NA","NA"
"358","Asokan, N.","@aalto.fi",0,0,0,0,0,1,"","","","","","CCS","NA","fi","edu"
"359","Asplund, Joshua","",0,0,0,0,0,1,"","","","","","SC","NA","NA","NA"
"360","Aspnes, James","@cs.yale.edu",0,0,0,0,0,1,"","","","","","PODC","NA","us","edu"
"361","Assadi, Sepehr","@seas.upenn.edu",0,0,0,0,0,2,"","","","","","SPAA,PODS","NA","ed","edu"
"362","Assasa, Hany","@imdea.org",0,0,0,0,0,1,"","","","","","CoNEXT","NA","es","edu"
"363","Assent, Ira","@cs.au.dk",0,2,0,0,0,1,"","KDD,ICDM","","","","SIGMOD","F","dk","edu"
"364","Assouline, Jonathan","@algolux.com",0,0,0,0,0,1,"","","","","","MICRO","M","NA","com"
"365","Assuncao, Renato","@dcc.ufmg.br",0,1,0,0,0,0,"","KDD","","","","","M","br","edu"
"366","Asudeh, Abolfazl","@mavs.uta.edu",0,0,0,0,0,1,"","","","","","SIGMOD","M","ed","edu"
"367","Ataei, Parisa","@oregonstate.edu",0,0,0,0,0,1,"","","","","","SIGMOD","M","us","edu"
"368","Atasu, Kubilay","@zurich.ibm.com",0,0,0,0,0,1,"","","","","","ICPP","M","ch","com"
"369","Ateniese, Giuseppe","@stevens.edu",0,0,0,0,0,1,"","","","","","CCS","NA","us","edu"
"370","Ates, Emre","@bu.edu",0,0,0,0,0,1,"","","","","","ISC","NA","us","edu"
"371","Athanasopoulos, Elias","@cs.ucy.ac.cy",0,1,0,0,0,2,"","CCS","","","","EuroSys,NDSS","M","ac","edu"
"372","Athanassoulis, Manos","@seas.harvard.edu",0,0,0,0,0,2,"","","","","","SIGMOD,SIGMOD","NA","us","edu"
"373","Atif, Jamal","",0,0,0,0,0,1,"","","","","","ICDM","NA","NA","NA"
"374","Atig, Mohamed Faouzi","@it.uu.se",0,0,0,0,0,1,"","","","","","PLDI","NA","se","edu"
"375","Atreya, Kishore","",0,0,0,0,0,1,"","","","","","ASPLOS","NA","NA","NA"
"376","Attariyan, Mona","",0,2,0,0,0,0,"","SOSP,ATC","","","","","F","NA","NA"
"377","Attiya, Hagit","@cs.technion.ac.il",0,1,0,0,0,0,"","PODC","","","","","F","il","edu"
"378","Atya, Ahmed O. F.","@cs.ucr.edu",0,0,0,0,0,1,"","","","","","CoNEXT","NA","ed","edu"
"379","Atzmueller, Martin","@uvt.nl",0,1,0,0,0,0,"","ICDM","","","","","M","nl","edu"
"380","Aublin, Pierre-Louis","",0,0,0,0,0,1,"","","","","","ATC","F","NA","NA"
"381","Auerbach, Joshua","@champlain.edu",0,0,0,0,0,1,"","","","","","SIGMOD","F","us","edu"
"382","Auguilera, Marcos K.","@vmware.com",0,0,0,0,0,1,"","","","","","ASPLOS","F","NA","com"
"383","August, David I.","@princeton.edu",0,0,0,0,0,1,"","","","","","PACT","NA","us","edu"
"384","Augusto, Adriano","@ut.ee",0,0,0,0,0,1,"","","","","","ICDM","NA","ee","edu"
"385","Aumage, Olivier","",0,1,0,0,0,2,"","Cluster","","","","CCGrid,EuroPar","M","NA","NA"
"386","Aupy, Guillaume","@inria.fr",0,2,0,0,0,2,"","SC,ICPP","","","","EuroPar,IPDPS","M","fr","edu"
"387","Aura, Tuomas","@aalto.fi",0,0,0,0,0,1,"","","","","","CCGrid","NA","fi","edu"
"388","Ausavarungnirun, Rachata","@cmu.edu",0,0,0,0,0,2,"","","","","","MICRO,SIGMETRICS","NA","us","edu"
"389","Austin, Brian","",0,0,0,0,0,1,"","","","","","SC","M","NA","NA"
"390","Austin, Todd","@umich.edu",0,0,0,0,0,2,"","","","","","HPCA,ISCA","NA","ed","edu"
"391","Avancha, Sasikanth","",0,0,0,0,0,1,"","","","","","ISCA","NA","NA","NA"
"392","Aved, Alexander","@knights.ucf.edu",0,0,0,0,0,1,"","","","","","IGSC","NA","ed","edu"
"393","Avin, Chen","@cse.bgu.ac.il",0,1,0,0,0,1,"","IPDPS","","","","KDD","M","il","edu"
"394","Aviv, Adam J.","@usna.edu",0,0,0,0,0,2,"","","","","","CCS,NDSS","NA","us","gov"
"395","Avrachenkov, Konstantin","@sophia.inria.fr",0,0,0,0,0,1,"","","","","","SIGMETRICS","NA","fr","edu"
"396","Avritzer, Alberto","@sonatype.com",0,1,1,0,0,0,"","ICPE","ICPE","","","","M","NA","com"
"397","Awad, Amro","@sandia.gov",0,1,1,0,0,3,"","IISWC","IISWC","","","ISPASS,ISCA,PACT","M","us","gov"
"398","Awad, Mahmoud","",0,0,0,0,0,1,"","","","","","ICPE","M","NA","NA"
"399","Awadallah, Ahmed Hassan","@microsoft.com",0,1,0,0,0,1,"","SIGIR","","","","SIGIR","M","NA","com"
"400","Awan, Ammar Ahmad","@osu.edu",0,0,0,0,0,2,"","","","","","ICPP,PPoPP","M","us","edu"
"401","Ayday, Erman","@cs.bilkent.edu.tr",0,1,0,0,0,0,"","NDSS","","","","","M","us","edu"
"402","Aydin, Hakan","@cs.gmu.edu",0,0,1,0,0,1,"","","IGSC","","","IGSC","M","us","edu"
"403","Ayesta, Urtzi","@laas.fr",0,2,0,0,0,0,"","MASCOTS,SIGMETRICS","","","","","NA","fr","gov"
"404","Ayguade, Eduard","@ac.upc.edu",0,0,0,0,0,4,"","","","","","MICRO,ICPP,IPDPS,IPDPS","M","es","edu"
"405","Aykanat, Cevdet","@cs.bilkent.edu.tr",0,0,0,0,0,1,"","","","","","EuroPar","NA","us","edu"
"406","Ayodele, Anthony","@faculty.umuc.edu",0,1,0,0,0,0,"","CLOUD","","","","","M","ed","edu"
"407","Azab, Ahmed M.","@samsung.com",0,0,0,0,0,1,"","","","","","SP","NA","NA","com"
"408","Azad, Ariful","@lbl.gov",0,2,0,0,0,2,"","SC,Cluster","","","","IPDPS,IPDPS","M","us","gov"
"409","Azar, Yossi","@tau.ac.il",0,1,0,0,0,1,"","IPDPS","","","","SPAA","M","il","edu"
"410","Azarmi, Mehdi","@purdue.edu",0,0,0,0,0,1,"","","","","","CLOUD","NA","us","edu"
"411","Azimi, Reza","@brown.edu",0,0,0,0,0,1,"","","","","","HPCA","F","us","edu"
"412","Azimi, Reza","@blanclabs.com",0,0,0,0,0,1,"","","","","","Cluster","M","NA","com"
"413","Azzopardi, Leif","@strath.ac.uk",0,1,0,0,0,1,"","SIGIR","","","","SIGIR","M","uk","edu"
"414","Babu, Shivnath","",0,1,0,0,0,1,"","CIDR","","","","SIGMOD","M","NA","NA"
"415","Bach, Stephen","@cs.stanford.edu",0,1,0,0,0,0,"","KDD","","","","","M","us","edu"
"416","Bacha, Anys","@umich.edu",0,0,0,0,0,1,"","","","","","IPDPS","NA","ed","edu"
"417","Bachhav, Kishor","",0,0,0,0,0,1,"","","","","","CIDR","NA","NA","NA"
"418","Backes, Michael","@cs.uni-saarland.de",0,1,0,0,0,10,"","SP","","","","CCS,CCS,CCS,CCS,CCS,SP,SP,SP,NDSS,NDSS","M","de","edu"
"419","Bacon, David F.","@google.com",0,1,1,0,0,0,"","PLDI","PLDI","","","","M","NA","com"
"420","Bacon, Jean","",0,0,0,0,0,1,"","","","","","SOCC","NA","NA","NA"
"421","Badam, Anirudh","@microsoft.com",0,1,1,0,0,4,"","NSDI","NSDI","","","EuroSys,ATC,ISCA,FAST","M","NA","com"
"422","Baden, Scott B.","@eng.ucsd.edu",0,1,0,0,0,1,"","SC","","","","IPDPS","M","ed","edu"
"423","Bader, David A.","@cc.gatech.edu",0,0,0,0,0,1,"","","","","","HiPC","NA","us","edu"
"424","Bader, Michael","",0,1,1,0,0,1,"","SC","SC","","","SC","M","NA","NA"
"425","Badia, Rosa M.","@bsc.es",0,1,1,0,0,0,"","SC","ISC","","","","F","es","gov"
"426","Badiei, Masoud","@g.harvard.edu",0,0,0,0,0,1,"","","","","","HPCA","M","us","edu"
"427","Bae, Minho","",0,0,0,0,0,1,"","","","","","ICPP","F","NA","NA"
"428","Baek, Hyunwook","@cs.utah.edu",0,0,0,0,0,2,"","","","","","CCGrid,SOCC","M","ed","edu"
"429","Baek, Woongki","@unist.ac.kr",0,0,0,0,0,1,"","","","","","ASPLOS","M","ac","edu"
"430","Baetke, Frank","",0,0,1,0,0,0,"","","ISC","","","","M","NA","NA"
"431","Baeza-Yates, Ricardo","@upf.edu",0,1,0,0,0,0,"","SIGIR","","","","","M","ed","edu"
"432","Bagchi, Saurabh","@purdue.edu",0,0,0,0,0,3,"","","","","","SP,Middleware,Middleware","M","us","edu"
"433","Bagdi, Hardik","",0,0,0,0,0,1,"","","","","","ATC","M","NA","NA"
"434","Bagga, Jasmeet","",0,0,0,0,0,1,"","","","","","NSDI","F","NA","NA"
"435","Bagnall, Anthony","@uea.ac.uk",0,1,0,0,0,0,"","ICDM","","","","","M","ac","edu"
"436","Bagnulo, Marcelo","@it.uc3m.es",0,1,0,0,0,0,"","CoNEXT","","","","","M","es","edu"
"437","Bahadori, Mohammad Taha","@gatech.edu",0,1,0,0,0,0,"","KDD","","","","","M","us","edu"
"438","Bahl, Paramvir","",0,0,0,0,0,1,"","","","","","NSDI","M","NA","NA"
"439","Bahl, Victor","@acm.org",0,2,0,0,0,0,"","HotCloud,MobiCom","","","","","M","NA","NA"
"440","Bahsoon, Rami","@cs.bham.ac.uk",0,0,0,0,0,1,"","","","","","CCGrid","M","uk","edu"
"441","Bai, Gang","",0,0,0,0,0,1,"","","","","","ICPP","M","NA","NA"
"442","Bai, Wei","@microsoft.com",0,0,0,0,0,1,"","","","","","SIGCOMM","NA","NA","com"
"443","Bai, Xiao","",0,1,0,0,0,1,"","SIGIR","","","","SIGIR","F","NA","NA"
"444","Bai, Xiaolong","@zju.edu.cn",0,0,0,0,0,1,"","","","","","CCS","M","us","edu"
"445","Bai, Youhui","",0,0,0,0,0,1,"","","","","","ICPP","M","NA","NA"
"446","Bai, Yu","@fullerton.edu",0,0,0,0,0,1,"","","","","","MICRO","M","us","edu"
"447","Bai, Yunhao","",0,0,0,0,0,1,"","","","","","IGSC","M","NA","NA"
"448","Bai, Yuxin","@rochester.edu",0,0,0,0,0,1,"","","","","","ASPLOS","M","us","edu"
"449","Bai, Zilong","",0,0,0,0,0,1,"","","","","","KDD","M","NA","NA"
"450","Baier, Christel","@tu-dresden.de",0,0,0,0,0,1,"","","","","","HotOS","M","de","edu"
"451","Baig, Ghufran","@cs.utexas.edu",0,0,0,0,0,1,"","","","","","CoNEXT","M","ed","edu"
"452","Bailey, James","@unimelb.edu.au",0,1,1,0,0,1,"","ICDM","ICDM","","","ICDM","M","ed","edu"
"453","Bailey, Jeff","",0,0,0,0,0,1,"","","","","","SIGCOMM","M","NA","NA"
"454","Bailey, Jonathan","",0,0,0,0,0,1,"","","","","","MICRO","M","NA","NA"
"455","Bailey, Michael","@illinois.edu",0,0,0,0,0,1,"","","","","","NDSS","M","us","edu"
"456","Bailey, Peter","@microsoft.com",0,1,1,0,0,1,"","SIGIR","SIGIR","","","SIGIR","M","NA","com"
"457","Bailis, Peter","@cs.stanford.edu",0,1,0,0,0,4,"","SIGMOD","","","","SIGMOD,SIGMOD,SIGMOD,CIDR","M","us","edu"
"458","Bajunaid, Noor","",0,0,0,0,0,1,"","","","","","ICPE","M","NA","NA"
"459","Bajwa, Raminder","",0,0,0,0,0,1,"","","","","","ISCA","M","NA","NA"
"460","Baker, Allison H.","@ucar.edu",0,1,0,0,0,0,"","SC","","","","","F","ed","edu"
"461","Baker, Gavin","",0,0,0,0,0,1,"","","","","","ICPE","M","NA","NA"
"462","Baker, Randal S.","",0,0,0,0,0,1,"","","","","","IPDPS","M","NA","NA"
"463","Baker, Richard","",0,0,0,0,0,1,"","","","","","NDSS","M","NA","NA"
"464","Baker, Sonia","",0,0,0,0,0,1,"","","","","","HPCC","M","NA","NA"
"465","Baker, Tobin","",0,0,0,0,0,1,"","","","","","CIDR","M","NA","NA"
"466","Bakshi, Ainesh","",0,0,0,0,0,1,"","","","","","FAST","M","NA","NA"
"467","Bakst, Alexander","",0,0,0,0,0,1,"","","","","","OOPSLA","M","NA","NA"
"468","Bal, Henri","@cs.vu.nl",0,1,0,0,0,0,"","HPDC","","","","","M","nl","edu"
"469","Balaji, Pavan","@mcs.anl.gov",3,2,5,0,1,11,"IPDPS,ISC,HPCC","SC,Cluster","ICPP,IPDPS,ISC,ISC,HPCC","","HPCC","SC,ICPP,CCGrid,CCGrid,EuroPar,IPDPS,IPDPS,Cluster,HiPC,HPCC,HPCC","M","us","gov"
"470","Balakrishnan, Hari","@csail.mit.edu",0,0,0,0,1,2,"","","","","MobiCom","NSDI,NSDI","M","us","edu"
"471","Balakrishnan, Mahesh","@yale.edu",1,4,0,0,0,1,"SOCC","EuroSys,NSDI,HotStorage,FAST","","","","ASPLOS","M","us","edu"
"472","Balakrishnan, Ramesh","MISSING",0,1,0,0,0,0,"","IPDPS","","","","","M","NA","NA"
"473","Balakrishnan, Vijay","",0,0,0,0,0,1,"","","","","","SYSTOR","NA","NA","NA"
"474","Balan, Rajesh Krishna","@smu.edu.sg",0,0,0,0,0,1,"","","","","","MobiCom","F","us","edu"
"475","Balaprakash, Prasanna","@mcs.anl.gov",0,0,0,0,0,1,"","","","","","HPDC","NA","us","gov"
"476","Balaraman, Ravindran","@cse.iitm.ac.in",0,0,0,0,0,1,"","","","","","HPCC","NA","in","edu"
"477","Balasooriya, Janaka","@asu.edu",0,1,0,0,0,0,"","CLOUD","","","","","M","us","edu"
"478","Balasubramaniam, Karthikeyan Vasuki","",0,0,0,0,0,1,"","","","","","NSDI","NA","NA","NA"
"479","Balasubramanian, Abhiram","@cs.utah.edu",0,0,0,0,0,1,"","","","","","HotOS","NA","ed","edu"
"480","Balasubramanian, Aruna","@cs.stonybrook.edu",0,2,1,0,0,2,"","CoNEXT,MobiCom","MobiCom","","","MobiCom,SIGMETRICS","F","us","edu"
"481","Balasubramanian, Bharath","@princeton.edu",0,1,0,0,0,0,"","CLOUD","","","","","M","us","edu"
"482","Balasubramanian, Ezhil R. M.","",0,0,0,0,0,1,"","","","","","MICRO","F","NA","NA"
"483","Balasubramonian, Rajeev","@cs.utah.edu",0,2,0,0,0,0,"","MICRO,ISCA","","","","","M","ed","edu"
"484","Balazinska, Magdalena","@cs.washington.edu",2,0,2,0,2,2,"SIGMOD,CIDR","","SIGMOD,SIGMOD","","Middleware,SOCC","CIDR,ATC","F","us","edu"
"485","Baldimtsi, Foteini","@gmu.edu",0,1,0,0,0,1,"","CCS","","","","NDSS","F","us","edu"
"486","Baldus, Gary","",0,0,0,0,0,1,"","","","","","SIGCOMM","M","NA","NA"
"487","Baldwin, Timothy","@unimelb.edu.au",0,1,0,0,0,0,"","SIGIR","","","","","M","ed","edu"
"488","Balkanski, Eric","",0,1,0,0,0,0,"","KDD","","","","","M","NA","NA"
"489","Balke, Wolf-Tilo","@ifis.cs.tu-bs.de",0,0,0,0,0,1,"","","","","","CLOUD","NA","de","edu"
"490","Balkesen, Cagri","@inf.ethz.ch",0,0,0,0,0,1,"","","","","","MICRO","NA","ch","edu"
"491","Balkind, Jonathan","@princeton.edu",0,0,0,0,0,1,"","","","","","OOPSLA","M","us","edu"
"492","Balkwill, Matthew","",0,0,0,0,0,1,"","","","","","CoNEXT","NA","NA","NA"
