name,gs_email,as_pc_chair,as_pc,as_session_chair,as_panelist,as_keynote_speaker,as_author,pc_chairs,pcs,session_chairs,panels,keynotes,papers,gender,country,sector
"Tune, Paul",@adelaide.edu.au,0,0,0,0,0,1,,,,,,SIGMETRICS,NA,us,edu
"Tung, Anthony K. H.",@comp.nus.edu.sg,0,1,0,0,0,0,,SIGMOD,,,,,M,us,edu
"Turcotte, Alexi",@uwaterloo.ca,0,0,0,0,0,1,,,,,,OOPSLA,NA,ca,edu
"Turk, Ata",@bu.edu,0,0,0,0,0,2,,,,,,"ICDM,ISC",NA,us,edu
"Turkoglu, Duru",@cs.depaul.edu,0,0,0,0,0,1,,,,,,ICDM,NA,us,edu
"Turpin, Andrew",@unimelb.edu.au,0,1,0,0,0,0,,SIGIR,,,,,M,ed,edu
"Turull, Daniel",@kth.se,0,0,0,0,0,1,,,,,,CCGrid,NA,se,edu
"Tuttle, Erick",,0,0,0,0,0,1,,,,,,ISCA,NA,NA,NA
"Tverdokhlib, Iaroslav",,0,0,0,0,0,1,,,,,,SOSP,NA,NA,NA
"Tyagi, Nirvan",,0,0,0,0,0,1,,,,,,SOSP,NA,NA,NA
"Täht, Dave",,0,0,0,0,0,1,,,,,,ATC,NA,NA,NA
"Täufer, Michela",,0,0,1,0,0,0,,,CCGrid,,,,F,NA,NA
"Tůma, Petr",@d3s.mff.cuni.cz,0,1,0,0,0,0,,EuroPar,,,,,M,cz,edu
"U, Leong Hou",@umac.mo,0,0,0,0,0,1,,,,,,SIGMOD,NA,mo,edu
"Ubal, Rafael",@ece.neu.edu,0,0,0,0,0,2,,,,,,"ISPASS,EuroPar",NA,us,edu
"Ucar, Bora",@ens-lyon.fr,0,2,0,0,0,1,,"Cluster,HiPC",,,,CCGrid,M,fr,edu
"Uddin, Md Yusuf Sarwar",@cse.buet.ac.bd,0,0,0,0,0,1,,,,,,IGSC,NA,bd,edu
"Ueda, Masatsugu",,0,0,0,0,0,1,,,,,,IPDPS,NA,NA,NA
"Ueda, Naonori",@lab.ntt.co.jp,0,0,0,0,0,1,,,,,,SIGMOD,NA,jp,com
"Ueda, Yohei",,0,0,0,0,0,1,,,,,,ISPASS,NA,NA,NA
"Ugarte, Martin",,0,0,0,0,0,1,,,,,,SIGMOD,NA,NA,NA
"Ugawa, Tomoharu",,0,0,0,0,0,1,,,,,,OOPSLA,NA,NA,NA
"Uhlig, Steve",@eecs.qmul.ac.uk,0,1,0,0,0,0,,SIGMETRICS,,,,,M,uk,edu
"Ukidave, Yash",@husky.neu.edu,0,2,0,0,0,0,,"ICPP,IPDPS",,,,,M,us,edu
"Ukkonen, Antti",@ttl.fi,0,1,0,0,0,0,,KDD,,,,,M,fi,gov
"Ulanova, Liudmila",@ucr.edu,0,0,0,0,0,1,,,,,,ICDM,NA,ed,edu
"Ulliana, Federico",,0,1,0,0,0,0,,SIGMOD,,,,,M,NA,NA
"Ulrich, Thomas",,0,0,0,0,0,1,,,,,,SC,NA,NA,NA
"Uluyol, Muhammed",@umich.edu,0,0,0,0,0,1,,,,,,SIGCOMM,NA,ed,edu
"Umar, Mariam",,0,0,0,0,0,1,,,,,,IPDPS,NA,NA,NA
"Umemoto, Kazutoshi",,0,1,0,0,0,0,,SIGIR,,,,,NA,NA,NA
"Unat, Didem",@ku.edu.tr,0,2,0,0,0,2,,"SC,EuroPar",,,,"ICPP,EuroPar",F,us,edu
"Underwood, Keith D.",@intel.com,0,2,0,0,0,1,,"SC,HotI",,,,HotI,M,NA,com
"Ungerer, Theo",,0,1,0,0,0,0,,ICPP,,,,,M,NA,NA
"Uno, Atsuya",,0,0,0,0,0,1,,,,,,ISC,NA,NA,NA
"Unsal, Osman",@bsc.es,0,2,0,0,0,1,,"IPDPS,Cluster",,,,CCGrid,M,es,gov
"Unterberg, Ezekial",@fusion.gat.com,0,0,0,0,0,1,,,,,,ICPP,NA,NA,com
"Unuvar, Merve",,0,0,0,0,0,1,,,,,,CCGrid,NA,NA,NA
"Upadhyay, Jalaj",@cs.uwaterloo.ca,0,0,0,0,0,1,,,,,,SP,NA,ca,edu
"Upadhyay, Utkarsh",@mpi-sws.org,0,0,0,0,0,1,,,,,,NDSS,NA,de,gov
"Upfal, Eli",@brown.edu,0,0,0,0,0,2,,,,,,"SIGMOD,CIDR",M,us,edu
"Uphoff, Carsten",,0,0,0,0,0,1,,,,,,SC,NA,NA,NA
"Upreti, Angela",,0,0,0,0,0,1,,,,,,MobiCom,NA,NA,NA
"Ur, Blase",@uchicago.edu,0,1,0,0,0,0,,CCS,,,,,M,ed,edu
"Uramoto, Naohiko",,0,1,0,0,0,0,,CLOUD,,,,,F,NA,NA
"Urgaonkar, Bhuvan",@cse.psu.edu,0,6,1,0,0,4,,"MASCOTS,CLOUD,HotCloud,IGSC,ICAC,SIGMETRICS",SIGMETRICS,,,"EuroSys,MASCOTS,ICPE,SIGMETRICS",M,us,edu
"Urian, Rainer",,0,0,0,0,0,1,,,,,,SP,NA,NA,NA
"Usery, E. Lynn",,0,0,0,1,0,0,,,,SC,,,M,NA,NA
"Ustiugov, Dmitrii",@epfl.ch,0,0,0,0,0,1,,,,,,ISCA,NA,ch,edu
"Utterback, Robert",@wustl.edu,0,0,0,0,0,1,,,,,,PPoPP,NA,us,edu
"Uznanski, Przemyslaw",@inf.ethz.ch,0,0,0,0,0,1,,,,,,PODC,NA,ch,edu
"Uçar, Bora",@ens-lyon.fr,0,1,0,0,0,0,,EuroPar,,,,,M,fr,edu
"Vadhiyar, Sathish",@serc.iisc.in,0,2,1,0,0,2,,"ICPP,HiPC",HPCC,,,"CCGrid,HPCC",M,in,edu
"Vadrevu, Phani",@uga.edu,0,0,0,0,0,1,,,,,,NDSS,NA,ed,edu
"Vafeiadis, Viktor",@mpi-sws.org,0,0,0,0,0,1,,,,,,PLDI,NA,de,gov
"Vahdat, Amin",@cs.ucsd.edu,0,1,0,0,0,2,,SIGCOMM,,,,"SIGCOMM,SIGCOMM",M,ed,edu
"Vaidya, Jaideep",@business.rutgers.edu,0,1,0,0,0,0,,KDD,,,,,M,us,edu
"Vaidya, Nitin",@illinois.edu,0,1,0,0,0,1,,PODC,,,,PODC,M,us,edu
"Vaidyanathan, Karthik",@alumni.stanford.edu,0,1,0,0,0,0,,IPDPS,,,,,M,us,edu
"Vaidyanathan, R.",,0,1,0,0,0,0,,Cluster,,,,,M,NA,NA
"Vaidyanathan, Ramachandran",,0,0,0,0,0,1,,,,,,IPDPS,NA,NA,NA
"Vaikuntanathan, Vinod",@csail.mit.edu,0,0,0,0,0,1,,,,,,NSDI,NA,us,edu
"Vainstein, Danny",,0,0,0,0,0,1,,,,,,SPAA,NA,NA,NA
"Vajtersic, Marian",,0,1,0,0,0,0,,ISC,,,,,M,NA,NA
"Valadarsky, Asaf",@mail.huji.ac.il,0,0,0,0,0,1,,,,,,SIGCOMM,NA,il,edu
"Valancius, Vytautas",@gatech.edu,0,0,0,0,0,2,,,,,,"SIGCOMM,SIGCOMM",NA,us,edu
"Valenta, Luke",@seas.upenn.edu,0,0,0,0,0,2,,,,,,"CCS,NDSS",NA,ed,edu
"Valerio, Schiavoni",@unine.ch,0,0,0,0,0,1,,,,,,Middleware,NA,ch,edu
"Valero, Mateo",@ac.upc.edu,0,0,0,0,1,5,,,,,IPDPS,"EuroSys,EuroPar,EuroPar,IPDPS,IPDPS",M,es,edu
"Valero, Pedro Sanz",,0,0,0,0,0,1,,,,,,ICPP,M,NA,NA
"Valiant, Leslie",,0,0,0,0,1,0,,,,,ICDM,,M,NA,NA
"Vallee, Geoffroy R.",@ornl.gov,0,0,0,0,0,1,,,,,,SC,NA,us,gov
"Vallejo, Enrique",@unican.es,0,0,0,0,0,1,,,,,,IPDPS,NA,es,edu
"Vallet, David",@uam.es,0,1,0,0,0,0,,SIGIR,,,,,M,es,edu
"Vallina-Rodriguez, Narseo",@imdea.org,0,1,0,0,0,1,,CoNEXT,,,,CoNEXT,M,es,edu
"Valov, Pavel",@gsd.uwaterloo.ca,0,0,0,0,0,1,,,,,,ICPE,NA,ca,edu
"Valstar, Lucien",,0,0,0,0,0,1,,,,,,SIGMOD,NA,NA,NA
"Vanaubel, Yves",@ulg.ac.be,0,0,0,0,0,1,,,,,,IMC,NA,ac,edu
"Vanbever, Laurent",@ethz.ch,0,2,1,0,0,2,,"SIGCOMM,CoNEXT",SIGCOMM,,,"SIGCOMM,SP",M,ch,edu
"Vandierendonck, Hans",@qub.ac.uk,0,3,2,0,0,1,,"ICPP,CCGrid,EuroPar","ICPP,EuroPar",,,ICPP,M,uk,edu
"Vangheluwe, Hans",@cs.mcgill.ca,0,0,0,0,0,1,,,,,,SLE,NA,ca,edu
"Vangoor, Bharath Kumar Reddy",,0,0,0,0,0,1,,,,,,FAST,NA,NA,NA
"Vanhoef, Mathy",@cs.kuleuven.be,0,0,0,0,0,1,,,,,,CCS,NA,be,edu
"Vanini, Erico",,0,0,0,0,0,1,,,,,,NSDI,NA,NA,NA
"Vansummeren, Stijn",@ulb.ac.be,0,1,1,0,0,1,,PODS,PODS,,,SIGMOD,M,ac,edu
"Varadarajan, Venkatanathan",@oracle.com,0,0,0,0,0,1,,,,,,MICRO,NA,us,com
"Varbanescu, Ana Lucia",@uva.nl,0,6,0,0,0,1,,"ICPE,CCGrid,EuroPar,HPDC,IPDPS,ISC",,,,ICPE,F,nl,edu
"Vardhan, Harsh",@cse.tamu.edu,0,1,0,0,0,0,,SC,,,,,M,us,edu
"Vardoyan, Gayane",@cs.umass.edu,0,0,0,0,0,1,,,,,,HPDC,NA,ed,edu
"Vare, Sagar",,0,0,0,0,0,1,,,,,,KDD,NA,NA,NA
"Varela, Carlos",@cs.rpi.edu,0,1,0,0,0,1,,ICPP,,,,CCGrid,M,us,edu
"Vargaftik, Shay",,0,0,0,0,0,1,,,,,,SIGCOMM,NA,NA,NA
"Varghese, George",@cs.ucla.edu,0,1,0,0,0,1,,SIGCOMM,,,,NSDI,M,ed,edu
"Varia, Mayank",,0,0,0,0,0,1,,,,,,SP,NA,NA,NA
"Varisteas, Georgios",@uni.lu,0,0,0,0,0,1,,,,,,EuroSys,NA,lu,edu
"Varman, Peter",@rice.edu,0,1,0,0,0,0,,SPAA,,,,,M,us,edu
"Varrette, Sebastien",@uni.lu,0,1,0,0,0,0,,CCGrid,,,,,M,lu,edu
"Varshney, Kush",@us.ibm.com,0,1,0,0,0,0,,KDD,,,,,M,us,com
"Vartanian, Ara",@uomustansiriyah.edu.iq,0,0,0,0,0,1,,,,,,OOPSLA,NA,ed,edu
"Varvello, Matteo",@telefonica.com,0,2,0,0,0,0,,"CoNEXT,IMC",,,,,M,NA,com
"Vasconcelos, Vasco T.",@di.fc.ul.pt,0,0,0,0,0,1,,,,,,OOPSLA,NA,pt,edu
"Vashishta, Priya",@usc.edu,0,1,0,0,0,0,,ISC,,,,,M,ed,edu
"Vasiliev, Victor",,0,0,0,0,0,1,,,,,,SIGCOMM,NA,NA,NA
"Vasiloglou, Nikolaos",@ismion.com,0,0,0,0,0,1,,,,,,CCS,NA,NA,com
"Vasisht, Deepak",@mit.edu,0,0,0,0,0,1,,,,,,NSDI,NA,us,edu
"Vasista, Vinay",,0,0,0,0,0,1,,,,,,SC,NA,NA,NA
"Vassalos, Vasilis",@aueb.gr,0,1,0,0,0,0,,SIGMOD,,,,,M,gr,edu
"Vasserman, Eugene",@ksu.edu,0,0,0,0,0,1,,,,,,CCS,NA,us,edu
"Vassilvitskii, Sergei",@google.com,0,1,0,0,0,0,,KDD,,,,,M,NA,com
"Vasudevan, Vijay",@cs.cmu.edu,0,0,0,0,0,1,,,,,,ISCA,NA,us,edu
"Vaswani, Kapil",MISSING,0,0,0,0,0,2,,,,,,"OOPSLA,PLDI",NA,NA,NA
"Vatsavai, Ranga Raju",@ncsu.edu,0,1,1,0,0,0,,CLOUD,ICDM,,,,M,us,edu
"Vazhkudai, Sudharshan S.",@ornl.gov,0,1,0,0,0,8,,Cluster,,,,"MASCOTS,SC,SC,SC,SC,CCGrid,Cluster,HiPC",M,us,gov
"Veanes, Margus",@microsoft.com,0,0,0,0,0,1,,,,,,PLDI,NA,NA,com
"Vecchio, Emilio Del",,0,0,0,0,0,1,,,,,,EuroSys,NA,NA,NA
"Vechev, Martin",@inf.ethz.ch,1,0,0,0,0,1,PLDI,,,,,CCS,M,ch,edu
"Veen, Victor Van Der",@cs.vu.nl,0,0,0,0,0,2,,,,,,"CCS,NDSS",NA,nl,edu
"Veenboer, Bram",,0,0,0,0,0,1,,,,,,IPDPS,NA,NA,NA
"Veeraraghavan, Kaushik",@umich.edu,0,0,0,0,0,1,,,,,,SOSP,NA,ed,edu
"Vef, Marc-Andre",,0,0,0,0,0,1,,,,,,Cluster,NA,NA,NA
"Vega, Carlos",,0,0,0,0,0,1,,,,,,HPCC,NA,NA,NA
"Vega, Luis",,0,0,0,0,0,1,,,,,,ASPLOS,NA,NA,NA
"Vega, Raimundo",,0,0,0,0,0,1,,,,,,HPCC,NA,NA,NA
"Veidenbaum, Alexander V",,0,0,0,0,0,1,,,,,,IISWC,NA,NA,NA
"Veiga, Luís",@ist.utl.pt,0,1,0,0,0,1,,EuroPar,,,,CCGrid,M,pt,edu
"Vekris, Panagiotis",,0,0,0,0,0,1,,,,,,OOPSLA,NA,NA,NA
"Vela, Eduardo",@google.com,0,0,0,0,0,1,,,,,,CCS,NA,NA,com
"Velamuri, Varun",,0,0,0,0,0,1,,,,,,EuroPar,NA,NA,NA
"Velegrakis, Yannis",@disi.unitn.eu,0,1,0,0,0,0,,SIGMOD,,,,,M,it,edu
"Velipasaoglu, Emre",,0,1,0,0,0,0,,SIGIR,,,,,M,NA,NA
"Vella, Flavio",@dividiti.com,0,0,0,0,0,2,,,,,,"SC,IPDPS",NA,NA,com
"Veloso, Adriano",@dcc.ufmg.br,0,1,0,0,0,0,,SIGIR,,,,,M,br,edu
"Ven, Peter Van De",@cwi.nl,0,1,0,0,0,0,,SIGMETRICS,,,,,M,nl,gov
"Venkat, Vidhya",,0,1,0,0,0,0,,SOCC,,,,,M,NA,NA
"Venkata, Manjunath Gorentla",,0,0,0,0,0,2,,,,,,"CCGrid,HiPC",NA,NA,NA
"Venkatakrishnan, Shaileshh Bojja",,0,0,0,0,0,1,,,,,,SIGMETRICS,NA,NA,NA
"Venkatakrishnan, Venkat",,0,1,0,0,0,0,,NDSS,,,,,M,NA,NA
"Venkataraman, Shivaram",@eecs.berkeley.edu,0,0,0,0,0,2,,,,,,"NSDI,SOSP",NA,us,edu
"Venkataraman, Vinod",,0,0,0,0,0,1,,,,,,SOSP,NA,NA,NA
"Venkataramani, Guru",@email.gwu.edu,0,1,0,0,0,1,,HiPC,,,,CLOUD,M,us,edu
"Venkataramani, Swagath",@purdue.edu,0,0,0,0,0,1,,,,,,ISCA,NA,us,edu
"Venkatasubramanian, Nalini",@ics.uci.edu,0,2,0,0,0,1,,"EuroSys,Middleware",,,,IGSC,F,ed,edu
"Venkatesan, Rangharajan",@nvidia.com,0,0,0,0,0,1,,,,,,ISCA,NA,NA,com
"Venkatesan, Vishwanath",@cs.uh.edu,0,1,0,0,0,0,,CCGrid,,,,,M,ed,edu
"Venkatesh, Akshay",MISSING,0,0,0,0,0,1,,,,,,ICPP,NA,NA,NA
"Venkatesh, Svetha",@deakin.edu.au,0,0,0,0,0,1,,,,,,ICDM,NA,us,edu
"Venkitasubramaniam, Muthuramakrishnan",@cs.rochester.edu,0,0,0,0,0,1,,,,,,CCS,NA,us,edu
"Venturini, Rossano",@unipi.it,0,1,0,0,0,2,,SIGIR,,,,"SIGIR,SIGIR",M,it,edu
"Venzano, Daniele",@eurecom.fr,0,0,0,0,0,1,,,,,,CCGrid,NA,fr,edu
"Verdu, Javier",@ac.upc.edu,0,1,0,0,0,0,,ICPP,,,,,M,es,edu
"Verlaguet, Julien",,0,1,0,0,0,0,,OOPSLA,,,,,M,NA,NA
"Verma, Akshat",@makemytrip.com,0,1,0,0,0,0,,Middleware,,,,,M,NA,com
"Verma, Anshuman",@microsoft.com,0,0,0,0,0,1,,,,,,HPCC,NA,NA,com
"Verma, Manish",,0,0,0,0,0,1,,,,,,SIGCOMM,NA,NA,NA
"Verma, Pratyush",,0,0,0,0,0,1,,,,,,HPCC,NA,NA,NA
"Vermeulen, R. F. L.",,0,0,0,0,0,1,,,,,,MICRO,NA,NA,NA
"Vermij, Erik",,0,0,0,0,0,1,,,,,,ICPP,M,NA,NA
"Verroios, Vasilis",,0,0,0,0,0,1,,,,,,SIGMOD,NA,NA,NA
"Veríssimo, Paulo",@uni.lu,0,1,0,0,0,0,,EuroSys,,,,,M,lu,edu
"Veselý, JáN",@rutgers.edu,0,0,0,0,0,1,,,,,,ISCA,NA,us,edu
"Vetter, Jeffrey S.",@acm.org,0,3,1,1,0,3,,"ISPASS,PPoPP,IPDPS",IPDPS,SC,,"SC,IPDPS,IPDPS",M,NA,NA
"Vezina, Adam",,0,0,0,0,0,1,,,,,,HPCC,NA,NA,NA
"Vicario, Enrico",@unifi.it,0,1,0,0,0,0,,ICPE,,,,,M,it,edu
"Vicente, Antonio",,0,0,0,0,0,1,,,,,,SIGCOMM,NA,NA,NA
"Vick, Christopher A.",,0,0,0,0,0,1,,,,,,VEE,NA,NA,NA
"Vickery, Rhonda",,0,1,0,0,0,0,,Cluster,,,,,NA,NA,NA
"Vidal, Miquel",@bsc.es,0,0,0,0,0,1,,,,,,IPDPS,NA,es,gov
"Vieira, Alex Borges",@ufjf.edu.br,0,0,0,0,0,1,,,,,,MASCOTS,NA,ed,edu
"Vigfusson, Ymir",@ru.is,0,1,0,0,0,3,,SOCC,,,,"ATC,SOCC,ICAC",M,is,gov
"Viglas, Stratis",@inf.ed.ac.uk,0,1,0,0,0,1,,SIGMOD,,,,HPCA,M,uk,edu
"Vigna, Giovanni",@cs.ucsb.edu,0,1,1,0,0,6,,SP,SP,,,"CCS,CCS,CCS,NDSS,NDSS,NDSS",M,ed,edu
"Vij, Mona",,0,0,0,0,0,1,,,,,,ATC,NA,NA,NA
"Vijayakumar, Hayawardh",@samsung.com,0,0,0,0,0,1,,,,,,SP,NA,NA,com
"Vijayaraghavan, Muralidaran",@csail.mit.edu,0,0,0,0,0,1,,,,,,PACT,NA,us,edu
"Vijaykumar, Nandita",@cmu.edu,0,0,0,0,0,2,,,,,,"NSDI,HPCA",NA,us,edu
"Vijaykumar, T. N.",@ecn.purdue.edu,0,1,0,0,0,1,,MICRO,,,,MobiCom,M,us,edu
"Vilanova, LluíS",@ac.upc.edu,0,0,0,0,0,1,,,,,,EuroSys,NA,es,edu
"Vilaça, Ricardo",@di.uminho.pt,0,0,0,0,0,1,,,,,,ICPE,NA,pt,edu
"Vilhuber, Lars",@cornell.edu,0,0,0,0,0,1,,,,,,SIGMOD,NA,us,edu
"Vilk, John",@cs.umass.edu,0,0,0,0,0,1,,,,,,ASPLOS,NA,ed,edu
"Villa, Oreste",@nvidia.com,0,0,0,0,0,2,,,,,,"MICRO,ISCA",NA,NA,com
"Villar, Massimo",,0,1,0,0,0,0,,CCGrid,,,,,M,NA,NA
"Villegas, Alejandro",,0,0,0,0,0,1,,,,,,EuroPar,NA,NA,NA
"Vinay, Vishwa",@adobe.com,0,1,0,0,0,0,,SIGIR,,,,,M,NA,com
"Vinayagamurthy, Dhinakaran",@uwaterloo.ca,0,0,0,0,0,1,,,,,,CCS,NA,ca,edu
"Vinju, Jurgen",@vinju.org,0,1,1,0,0,0,,SLE,SLE,,,,M,nl,gov
"Vinter, Brian",,0,0,0,0,0,1,,,,,,SC,NA,NA,NA
"Viscomi, Brendan",,0,0,0,0,0,1,,,,,,SOSP,NA,NA,NA
"Vishkin, Uzi",@umd.edu,0,1,0,0,0,0,,PPoPP,,,,,M,ed,edu
"Vishnoi, Nisheeth",MISSING,0,0,0,0,0,1,,,,,,PODC,NA,NA,NA
"Vishnu, Abhinav",@pnnl.gov,0,6,0,0,0,1,,"ICPP,CCGrid,IPDPS,Cluster,HiPC,HPCC",,,,IPDPS,M,us,gov
"Vishwanath, Venkatram",@anl.gov,0,0,0,0,0,1,,,,,,Cluster,NA,us,gov
"Visser, Eelco",@tudelft.nl,0,0,0,0,0,2,,,,,,"SLE,SLE",NA,nl,edu
"Vissers, Thomas",@cs.kuleuven.be,0,0,0,0,0,1,,,,,,CCS,NA,be,edu
"Vissicchio, Stefano",@ucl.ac.uk,0,0,0,0,0,1,,,,,,SIGCOMM,NA,ac,edu
"Viswanath, Bimal",@cs.ucsb.edu,0,0,0,0,0,4,,,,,,"CCS,CoNEXT,Middleware,IMC",NA,ed,edu
"Viswanath, Pramod",@illinois.edu,0,0,0,0,0,1,,,,,,SIGMETRICS,NA,us,edu
"Viswanath, T. V. S.",,0,0,0,0,0,1,,,,,,ICPE,NA,NA,NA
"Viswanathan, Mahesh",@illinois.edu,0,0,0,0,0,1,,,,,,PLDI,NA,us,edu
"Vitek, Jan",@neu.edu,0,0,0,0,0,2,,,,,,"OOPSLA,OOPSLA",NA,us,edu
"Vitenberg, Roman",,0,1,0,0,0,0,,Middleware,,,,,M,NA,NA
"Vivien, Frederic",,0,0,1,0,0,0,,,Cluster,,,,M,NA,NA
"Vivien, Frédéric",@inria.fr,0,2,0,0,0,2,,"SC,IPDPS",,,,"EuroPar,Cluster",M,fr,edu
"Vlachos, Evangelos",,0,0,0,0,0,1,,,,,,MICRO,NA,NA,NA
"Vlachos, Georgios",@mit.edu,0,0,0,0,0,1,,,,,,SOSP,NA,us,edu
"Vlachos, Michail",,0,1,0,0,0,1,,KDD,,,,ICPP,M,NA,NA
"Vlothuizen, W. J.",,0,0,0,0,0,1,,,,,,MICRO,NA,NA,NA
"Vo, Bao",,0,0,0,0,0,1,,,,,,CCGrid,NA,NA,NA
"Voelker, Geoffrey M.",@cs.ucsd.edu,1,2,2,0,0,2,IMC,"NSDI,SOSP","SOSP,IMC",,,"IMC,IMC",M,ed,edu
"Voelter, Markus",@acm.org,0,0,0,0,0,1,,,,,,SLE,NA,NA,NA
"Vogel, Thomas",@msu.edu,0,0,0,0,0,1,,,,,,ICAC,NA,us,edu
"Vogelstein, Joshua T.",@jhu.edu,0,0,0,0,0,1,,,,,,HPDC,NA,us,edu
"Voigt, Hannes",@tu-dresden.de,0,0,0,0,0,2,,,,,,"SIGMOD,EuroPar",NA,de,edu
"Voinescu, Andrei",@cs.pub.ro,0,0,0,0,0,1,,,,,,SIGCOMM,NA,ro,edu
"Vojnovic, Milan",@microsoft.com,0,1,0,0,0,0,,SIGMETRICS,,,,,M,NA,com
"Volchkov, Yuri",,0,0,0,0,0,1,,,,,,VEE,NA,NA,NA
"Volckaert, Stijn",@uci.edu,0,0,0,0,0,1,,,,,,EuroSys,NA,ed,edu
"Vollmer, Michael",@indiana.edu,0,0,0,0,0,1,,,,,,PPoPP,NA,us,edu
"Volos, Haris",@cs.wisc.edu,0,1,0,0,0,1,,ASPLOS,,,,ASPLOS,M,us,edu
"Vooturi, Dharma Teja",,0,0,0,0,0,1,,,,,,HiPC,NA,NA,NA
"Vora, Keval",@cs.ucr.edu,0,0,0,0,0,2,,,,,,"ASPLOS,ASPLOS",NA,ed,edu
"Voron, Gauthier",@lip6.fr,0,0,0,0,0,1,,,,,,EuroSys,NA,fr,gov
"Votke, Scott",,0,0,0,0,0,1,,,,,,MASCOTS,NA,NA,NA
"Vreeken, Jilles",@mpi-inf.mpg.de,0,2,0,1,0,3,,"KDD,ICDM",,ICDM,,"KDD,ICDM,ICDM",M,de,gov
"Vrgoc, Domagoj",@ing.puc.cl,0,0,0,0,0,1,,,,,,PODS,NA,cl,edu
"Vries, Arjen De",@cs.ru.nl,1,0,0,0,0,0,SIGIR,,,,,,M,nl,edu
"Vries, Wouter De",@wouter-web.nl,0,0,0,0,0,1,,,,,,IMC,NA,nl,edu
"Vu, Tam",@colorado.edu,0,0,0,0,0,1,,,,,,SIGMETRICS,NA,us,edu
"Vucetic, Slobodan",@temple.edu,0,2,0,0,0,0,,"KDD,ICDM",,,,,M,us,edu
"Vuduc, Richard",@cc.gatech.edu,1,2,2,0,0,2,Cluster,"SC,IPDPS","Cluster,Cluster",,,"KDD,IPDPS",M,us,edu
"Vulimiri, Ashish",@illinois.edu,0,0,0,0,0,1,,,,,,SOSP,NA,us,edu
"Vullikanti, Anil Kumar",@vt.edu,0,1,0,0,0,1,,KDD,,,,ICDM,M,us,edu
"Vusirikala, Satyanarayana",@cs.utexas.edu,0,0,0,0,0,1,,,,,,CCS,NA,ed,edu
"Vytiniotis, Dimitrios",@microsoft.com,0,0,0,0,0,2,,,,,,"OOPSLA,PLDI",NA,NA,com
"Wagh, Sameer",,0,0,0,0,0,1,,,,,,HPCA,NA,NA,NA
"Wagner, David",@taverner.cs.berkeley.edu,0,0,0,0,1,2,,,,,CCS,"SP,SP",M,us,edu
"Wagner, Dorothea",@kit.edu,0,0,0,0,0,1,,,,,,ICDM,NA,us,edu
"Wagner, James",,0,0,0,0,0,1,,,,,,CIDR,M,NA,NA
"Wagner, Luke",,0,0,0,0,0,1,,,,,,PLDI,NA,NA,NA
"Wagstaff, Harry",@sms.ed.ac.uk,0,0,0,0,0,1,,,,,,ISPASS,NA,uk,edu
"Wahby, Riad S.",,0,0,0,0,0,3,,,,,,"NSDI,CCS,SP",NA,NA,NA
"Wahib, Mohamed",@acm.org,0,1,0,0,0,0,,Cluster,,,,,M,NA,NA
"Waidner, Michael",@sit.tu-darmstadt.de,0,0,0,0,0,1,,,,,,NSDI,NA,de,edu
"Waisbard, Erez",,0,0,0,0,0,1,,,,,,SIGCOMM,NA,NA,NA
"Wajahat, Muhammad",@cs.stonybrook.edu,0,0,0,0,0,2,,,,,,"IGSC,SIGMETRICS",NA,us,edu
"Waldspurger, Carl",@waldspurger.org,1,1,1,0,0,2,FAST,VEE,ATC,,,"HPCA,ATC",M,us,com
"Walenz, Brett",,0,0,0,0,0,1,,,,,,SIGMOD,NA,NA,NA
"Walfish, Michael",@cs.nyu.edu,0,1,0,0,0,3,,SOSP,,,,"CCS,SIGCOMM,SOSP",M,us,edu
"Walid, Anwar",,0,1,0,0,0,1,,SIGMETRICS,,,,SIGMETRICS,M,NA,NA
"Walker, David",@cs.princeton.edu,0,0,0,0,0,2,,,,,,"SIGCOMM,PLDI",NA,us,edu
"Walker, Peter",@mail.mil,0,0,0,0,0,1,,,,,,KDD,NA,us,gov
"Walkingshaw, Eric",@eecs.oregonstate.edu,0,1,0,0,0,0,,SLE,,,,,M,us,edu
"Walkley, Mark A.",,0,0,0,0,0,1,,,,,,HPCC,NA,NA,NA
"Wallach, Dan",@cs.rice.edu,0,1,0,0,0,0,,SYSTOR,,,,,M,us,edu
"Wallom, David",@oerc.ox.ac.uk,0,1,0,0,0,0,,ICPP,,,,,M,uk,edu
"Walls, Melvin",@eecs.berkeley.edu,0,0,0,0,0,1,,,,,,SIGCOMM,NA,us,edu
"Walter, Marie-Therese",,0,0,0,0,0,1,,,,,,NDSS,NA,NA,NA
"Walter, Richard",,0,0,0,0,0,1,,,,,,ISCA,NA,NA,NA
"Walton, Amy",,0,1,0,0,0,0,,SC,,,,,F,NA,NA
"Walulya, Ivan",@chalmers.se,0,0,0,0,0,1,,,,,,IPDPS,NA,se,edu
"Wan, Bo",@mail.iggcas.ac.cn,0,0,0,0,0,1,,,,,,HPCC,NA,cn,edu
"Wan, Jiguang",,0,0,0,0,0,2,,,,,,"ICPP,IPDPS",M,NA,NA
"Wan, Lipeng",@ornl.gov,0,0,0,0,0,2,,,,,,"Cluster,HPCC",NA,us,gov
"Wang, An-I Andy",@cs.fsu.edu,0,1,0,0,0,0,,FAST,,,,,M,us,edu
"Wang, Anran",@cs.washington.edu,0,0,0,0,0,1,,,,,,NSDI,NA,us,edu
